city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Hirehadagalli,Hirehadagalli,14.9267,75.8322,India,IN,IND,Karnātaka,,10350,1356923875
Rounia,Rounia,25.5179,87.3999,India,IN,IND,Bihār,,10350,1356347491
Mallan,Mallan,30.4015,74.7365,India,IN,IND,Punjab,,10348,1356680446
Vellatūru,Vellaturu,16.1209,79.6508,India,IN,IND,Andhra Pradesh,,10347,1356282921
Māruteru,Maruteru,16.6237,81.7394,India,IN,IND,Andhra Pradesh,,10346,1356126599
Srikrishnapur,Srikrishnapur,22.9717,88.0351,India,IN,IND,West Bengal,,10345,1356068749
Mānikpur,Manikpur,25.3129,87.4388,India,IN,IND,Bihār,,10343,1356069750
Mokarrampur,Mokarrampur,26.2176,86.0433,India,IN,IND,Bihār,,10342,1356347629
Konkavāripalle,Konkavaripalle,13.7125,78.4861,India,IN,IND,Andhra Pradesh,,10342,1356227566
Cheruvannūr,Cheruvannur,11.8284,75.7295,India,IN,IND,Kerala,,10341,1356470757
Salempur,Salempur,29.875,77.858,India,IN,IND,Uttarākhand,,10340,1356547532
Ganga Sāgar,Ganga Sagar,21.6528,88.0753,India,IN,IND,West Bengal,,10340,1356790764
Sonwān,Sonwan,25.6258,86.2161,India,IN,IND,Bihār,,10338,1356251122
Tirkha,Tirkha,26.129,81.0343,India,IN,IND,Uttar Pradesh,,10337,1356099341
Oppatavādi,Oppatavadi,12.569,78.3992,India,IN,IND,Tamil Nādu,,10330,1356284295
Ratnagiri,Ratnagiri,13.8111,77.1301,India,IN,IND,Andhra Pradesh,,10326,1356497114
Babhniyāwān,Babhniyawan,25.4943,84.4815,India,IN,IND,Bihār,,10325,1356981784
Arimalam,Arimalam,10.255,78.884,India,IN,IND,Tamil Nādu,,10321,1356117183
Harsola,Harsola,22.5694,75.8165,India,IN,IND,Madhya Pradesh,,10319,1356273769
Dombāchcheri,Dombachcheri,9.9604,77.3909,India,IN,IND,Tamil Nādu,,10319,1356241696
Hariāna,Hariana,31.6351,75.8389,India,IN,IND,Punjab,,10319,1356249211
Kāmepalle,Kamepalle,16.5191,79.835,India,IN,IND,Andhra Pradesh,,10319,1356603499
Yādavolu,Yadavolu,17.0619,81.4729,India,IN,IND,Andhra Pradesh,,10317,1356745282
Āzamnagar,Azamnagar,25.5456,87.8294,India,IN,IND,Bihār,,10317,1356646676
Rāmchandrapur,Ramchandrapur,22.891,88.473,India,IN,IND,West Bengal,,10312,1356118929
Solim,Solim,15.6145,73.7704,India,IN,IND,Goa,,10311,1356515505
Auhar Sheikh,Auhar Sheikh,26.7216,84.5993,India,IN,IND,Bihār,,10310,1356974954
Khiram,Khiram,33.732,75.16,India,IN,IND,Jammu and Kashmīr,,10307,1356818085
Lakkireddipalle,Lakkireddipalle,14.1667,78.7,India,IN,IND,Andhra Pradesh,,10303,1356608796
Kalamūla,Kalamula,11.1417,76.3417,India,IN,IND,Kerala,,10299,1356887903
Nāna,Nana,24.916,73.133,India,IN,IND,Rājasthān,,10298,1356706284
Shahar Telpa,Shahar Telpa,25.133,84.6533,India,IN,IND,Bihār,,10298,1356545471
Ratauli,Ratauli,26.1861,86.7104,India,IN,IND,Bihār,,10294,1356256011
Balaungi,Balaungi,30.7306,76.6937,India,IN,IND,Punjab,,10293,1356816825
Zāwal,Zawal,24.9833,72.7333,India,IN,IND,Rājasthān,,10293,1356106141
Srīsailain,Srisailain,16.0833,78.8667,India,IN,IND,Andhra Pradesh,,10288,1356108184
Simarwāra Durgāpur,Simarwara Durgapur,25.852,85.4944,India,IN,IND,Bihār,,10288,1356201242
Jankampet,Jankampet,18.7067,78.0233,India,IN,IND,Andhra Pradesh,,10284,1356799113
Kandrāwān,Kandrawan,25.8882,81.2618,India,IN,IND,Uttar Pradesh,,10283,1356380881
Mallapuram,Mallapuram,9.828,77.673,India,IN,IND,Tamil Nādu,,10276,1356213661
Dora,Dora,22.1858,88.5142,India,IN,IND,West Bengal,,10275,1356328027
Mehdauli,Mehdauli,25.6561,86.0257,India,IN,IND,Bihār,,10274,1356746996
Meghaul,Meghaul,25.6561,86.0257,India,IN,IND,Bihār,,10274,1356324800
Peddāpuram,Peddapuram,18.0289,79.7269,India,IN,IND,Andhra Pradesh,,10274,1356457856
Bela,Bela,26.4989,86.3242,India,IN,IND,Bihār,,10273,1356171488
Tekkēkara,Tekkekara,9.7,76.7833,India,IN,IND,Kerala,,10272,1356162828
Kīlminnal,Kilminnal,12.9447,79.2514,India,IN,IND,Tamil Nādu,,10272,1356899164
Gaunivāripalle,Gaunivaripalle,13.9756,77.8768,India,IN,IND,Andhra Pradesh,,10272,1356605250
Ullūr,Ullur,10.9706,79.4063,India,IN,IND,Tamil Nādu,,10270,1356172308
Bhikkiwind Uttār,Bhikkiwind Uttar,31.3453,74.6914,India,IN,IND,Punjab,,10269,1356788831
Mel Seval,Mel Seval,8.6722,77.6147,India,IN,IND,Tamil Nādu,,10269,1356201476
Somireddipalle,Somireddipalle,14.8365,78.9062,India,IN,IND,Andhra Pradesh,,10268,1356074440
Māli,Mali,25.1269,84.7084,India,IN,IND,Bihār,,10268,1356018726
Indalvai,Indalvai,18.5403,78.2248,India,IN,IND,Andhra Pradesh,,10263,1356876515
Tettuppatti,Tettuppatti,10.3979,77.8225,India,IN,IND,Tamil Nādu,,10260,1356247265
Jaipur,Jaipur,23.4313,86.1493,India,IN,IND,West Bengal,,10259,1356450301
Gohuma Bairia,Gohuma Bairia,26.3938,86.3976,India,IN,IND,Bihār,,10257,1356131175
Shahmīrpet,Shahmirpet,17.5947,78.5749,India,IN,IND,Andhra Pradesh,,10255,1356385213
Tārar,Tarar,25.1821,87.1671,India,IN,IND,Bihār,,10255,1356532159
Barai,Barai,26.3717,86.0134,India,IN,IND,Bihār,,10255,1356605319
Nayānagar,Nayanagar,25.7465,86.1027,India,IN,IND,Bihār,,10247,1356660309
Badru Khān,Badru Khan,30.2523,75.7917,India,IN,IND,Punjab,,10245,1356086328
Vairampatti,Vairampatti,10.5515,78.3022,India,IN,IND,Tamil Nādu,,10244,1356416006
Maheshrām,Maheshram,25.2874,87.4124,India,IN,IND,Bihār,,10241,1356216646
Khair Khān,Khair Khan,26.2727,87.3037,India,IN,IND,Bihār,,10240,1356070540
Vellur,Vellur,12.1667,75.35,India,IN,IND,Kerala,,10239,1356441727
Kīramangalam,Kiramangalam,10.2859,79.0996,India,IN,IND,Tamil Nādu,,10237,1356232302
Appārāopeta,Apparaopeta,16.8987,81.5684,India,IN,IND,Andhra Pradesh,,10237,1356163304
Borgampād,Borgampad,17.65,80.8667,India,IN,IND,Andhra Pradesh,,10235,1356917535
Pūvalūr,Puvalur,10.9003,78.8308,India,IN,IND,Tamil Nādu,,10234,1356205510
Pārtibanūr,Partibanur,9.5855,78.4545,India,IN,IND,Tamil Nādu,,10232,1356746876
Raibhīr,Raibhir,25.9978,86.8781,India,IN,IND,Bihār,,10230,1356512738
Jītpur,Jitpur,26.8149,84.9578,India,IN,IND,Bihār,,10228,1356058799
Muttam,Muttam,9.8378,76.7126,India,IN,IND,Kerala,,10228,1356004220
Potunūru,Potunuru,16.7442,81.2206,India,IN,IND,Andhra Pradesh,,10224,1356131123
Luathaha,Luathaha,26.6316,84.9079,India,IN,IND,Bihār,,10223,1356996555
Āhiro,Ahiro,24.9192,87.1054,India,IN,IND,Bihār,,10223,1356496570
Koila Dewa,Koila Dewa,26.4079,84.1962,India,IN,IND,Bihār,,10222,1356659730
Belma,Belma,12.9772,74.9969,India,IN,IND,Karnātaka,,10220,1356145979
Vadakku Ariyanāyakipuram,Vadakku Ariyanayakipuram,8.7208,77.545,India,IN,IND,Tamil Nādu,,10218,1356201450
Multi,Multi,22.2847,88.4053,India,IN,IND,West Bengal,,10215,1356171822
Nāgasamudram,Nagasamudram,15.0556,77.5004,India,IN,IND,Andhra Pradesh,,10214,1356469097
Kandulāpuram,Kandulapuram,15.5976,79.1365,India,IN,IND,Andhra Pradesh,,10212,1356995894
Miāni,Miani,31.7092,75.5661,India,IN,IND,Punjab,,10203,1356097508
Rāmannapeta,Ramannapeta,17.2833,79.0859,India,IN,IND,Andhra Pradesh,,10202,1356079915
Garhi,Garhi,24.7904,86.0768,India,IN,IND,Bihār,,10197,1356108293
Kottapālem,Kottapalem,16.7,80.47,India,IN,IND,Andhra Pradesh,,10194,1356172054
Barāgaon,Baragaon,24.5682,79.0185,India,IN,IND,Madhya Pradesh,,10194,1356042472
Narasingam,Narasingam,9.9658,78.1833,India,IN,IND,Tamil Nādu,,10189,1356232788
Barāhi,Barahi,25.9725,86.7452,India,IN,IND,Bihār,,10189,1356995331
Venkatāpuram,Venkatapuram,18.2232,79.9516,India,IN,IND,Andhra Pradesh,,10186,1356520107
Amgachia,Amgachia,22.4156,88.3051,India,IN,IND,West Bengal,,10179,1356436848
Angwāli,Angwali,23.7317,85.9858,India,IN,IND,Jhārkhand,,10178,1356183404
Aliganj,Aliganj,24.9365,85.925,India,IN,IND,Bihār,,10178,1356234041
Kothi,Kothi,24.7526,80.7775,India,IN,IND,Madhya Pradesh,,10177,1356193547
Darwa,Darwa,25.669,85.6461,India,IN,IND,Bihār,,10177,1356614765
Shirbadgi,Shirbadgi,15.9418,75.7768,India,IN,IND,Karnātaka,,10176,1356212437
Halgūr,Halgur,12.4249,77.227,India,IN,IND,Karnātaka,,10176,1356976826
Chikni,Chikni,26.0664,87.4406,India,IN,IND,Bihār,,10173,1356466319
Surla,Surla,15.5333,73.8333,India,IN,IND,Goa,,10171,1356131924
Jhakhra,Jhakhra,25.7528,85.7474,India,IN,IND,Bihār,,10170,1356238710
Pānchi,Panchi,25.1123,85.6321,India,IN,IND,Bihār,,10170,1356134882
Jandiāla,Jandiala,31.2157,75.6218,India,IN,IND,Punjab,,10170,1356063934
Ajjipuram,Ajjipuram,12.0457,77.3532,India,IN,IND,Karnātaka,,10169,1356862548
Pipra Naurangiā,Pipra Naurangia,26.8591,84.4328,India,IN,IND,Bihār,,10169,1356542141
Bellamkonda,Bellamkonda,16.4922,80.0089,India,IN,IND,Andhra Pradesh,,10169,1356758094
Lābhgaon,Labhgaon,25.5062,86.3899,India,IN,IND,Bihār,,10165,1356158425
Katālpur,Katalpur,26.2255,84.7608,India,IN,IND,Bihār,,10165,1356347340
Roddam,Roddam,14.1,77.43,India,IN,IND,Andhra Pradesh,,10164,1356286713
Jādupatti,Jadupatti,26.1186,86.3114,India,IN,IND,Bihār,,10161,1356698623
Togamalai,Togamalai,10.7251,78.4108,India,IN,IND,Tamil Nādu,,10156,1356051000
Vūtukūru,Vutukuru,14.5778,80.1423,India,IN,IND,Andhra Pradesh,,10154,1356607430
Narot Mehra,Narot Mehra,32.2673,75.5647,India,IN,IND,Punjab,,10152,1356739104
Valaparla,Valaparla,15.9167,80.05,India,IN,IND,Andhra Pradesh,,10151,1356771123
Kilkunda,Kilkunda,11.2569,76.6697,India,IN,IND,Tamil Nādu,,10150,1356523989
Kāza,Kaza,16.3906,80.5425,India,IN,IND,Andhra Pradesh,,10148,1356130169
Tiruchchuli,Tiruchchuli,9.5348,78.2008,India,IN,IND,Tamil Nādu,,10148,1356161208
Kanteru,Kanteru,16.3906,80.5425,India,IN,IND,Andhra Pradesh,,10148,1356720379
Telnāl,Telnal,23.01,73.03,India,IN,IND,Gujarāt,,10147,1356344776
Periyanegamam,Periyanegamam,10.7432,77.103,India,IN,IND,Tamil Nādu,,10141,1356203865
Mungod,Mungod,17.0667,79.0667,India,IN,IND,Andhra Pradesh,,10141,1356844377
Villasāgar,Villasagar,18.4736,78.9645,India,IN,IND,Andhra Pradesh,,10137,1356280098
Elattūr,Elattur,11.3866,77.308,India,IN,IND,Tamil Nādu,,10134,1356163537
Dhanur Kalyānwādi,Dhanur Kalyanwadi,17.77,77.14,India,IN,IND,Karnātaka,,10133,1356053071
Siswār,Siswar,26.4292,86.4586,India,IN,IND,Bihār,,10132,1356004530
Haldipur,Haldipur,14.3333,74.4333,India,IN,IND,Karnātaka,,10132,1356970915
Rompicherla,Rompicherla,16.21,79.9087,India,IN,IND,Andhra Pradesh,,10131,1356682436
Solindābād,Solindabad,25.8463,86.5907,India,IN,IND,Bihār,,10131,1356050070
Rāparla,Raparla,16.302,80.9674,India,IN,IND,Andhra Pradesh,,10131,1356450895
Hire Megalageri,Hire Megalageri,14.544,75.9776,India,IN,IND,Karnātaka,,10131,1356078789
Potavaram,Potavaram,17.0194,81.4128,India,IN,IND,Andhra Pradesh,,10130,1356256779
Deūlgaon Māhi,Deulgaon Mahi,20.0833,76.1833,India,IN,IND,Mahārāshtra,,10127,1356000148
Bhagirathpur,Bhagirathpur,24.0884,88.4947,India,IN,IND,Bihār,,10125,1356789321
Bilga,Bilga,31.05,75.65,India,IN,IND,Punjab,,10125,1356917560
Kondalahalli,Kondalahalli,14.72,76.76,India,IN,IND,Karnātaka,,10125,1356106236
Borim,Borim,15.3604,74.0004,India,IN,IND,Goa,,10124,1356387573
Mawai,Mawai,24.8043,78.9388,India,IN,IND,Madhya Pradesh,,10124,1356692122
Manglūr,Manglur,15.5177,76.1476,India,IN,IND,Karnātaka,,10123,1356135126
Sirigeri,Sirigeri,15.63,76.9,India,IN,IND,Karnātaka,,10122,1356573407
Belagola,Belagola,12.3914,76.6097,India,IN,IND,Karnātaka,,10121,1356949795
Sūlagiri,Sulagiri,12.6645,78.0134,India,IN,IND,Tamil Nādu,,10121,1356425553
Rettanai,Rettanai,12.1953,79.5526,India,IN,IND,Tamil Nādu,,10117,1356111969
Hipparga,Hipparga,17.4568,76.3739,India,IN,IND,Karnātaka,,10117,1356087528
Nāthpur,Nathpur,26.3261,87.0916,India,IN,IND,Bihār,,10116,1356092223
Aroāli,Aroali,24.043,87.9443,India,IN,IND,West Bengal,,10115,1356479945
Vaddādi,Vaddadi,17.8474,82.8729,India,IN,IND,Andhra Pradesh,,10113,1356586218
Kalakeri,Kalakeri,16.6667,76.3,India,IN,IND,Karnātaka,,10113,1356168546
Anandnagar,Anandnagar,27.1,83.2833,India,IN,IND,Uttar Pradesh,,10113,1356562036
Masdi,Masdi,25.2441,86.7233,India,IN,IND,Bihār,,10111,1356331489
Kondakindi Agrahāram,Kondakindi Agraharam,14.679,77.7401,India,IN,IND,Andhra Pradesh,,10111,1356757655
Adigappādi,Adigappadi,12.1459,78.0946,India,IN,IND,Tamil Nādu,,10111,1356733894
Raghunāthpur,Raghunathpur,26.0019,84.2753,India,IN,IND,Bihār,,10107,1356103844
Perumuchchi,Perumuchchi,13.056,79.6755,India,IN,IND,Tamil Nādu,,10104,1356086268
Havanūr,Havanur,14.8667,75.7,India,IN,IND,Karnātaka,,10101,1356859648
Chauki Hasan Chauki Makhdum,Chauki Hasan Chauki Makhdum,26.2333,84.4964,India,IN,IND,Bihār,,10100,1356401229
Machchand,Machchand,26.3241,79.0543,India,IN,IND,Madhya Pradesh,,10098,1356180663
Shāhpur Chaumukhi,Shahpur Chaumukhi,25.7683,86.9049,India,IN,IND,Bihār,,10098,1356362474
Talugai,Talugai,11.3752,78.4822,India,IN,IND,Tamil Nādu,,10096,1356257990
Korosavāda,Korosavada,18.7256,84.0573,India,IN,IND,Andhra Pradesh,,10096,1356108143
Sahidganj,Sahidganj,25.6627,87.0976,India,IN,IND,Bihār,,10094,1356212257
Kadalādi,Kadaladi,12.404,78.966,India,IN,IND,Tamil Nādu,,10093,1356005006
Ekamba,Ekamba,25.9689,87.5741,India,IN,IND,Bihār,,10090,1356070773
Jangalapalle,Jangalapalle,14.8997,79.8936,India,IN,IND,Andhra Pradesh,,10088,1356096265
Advi Devalpalli,Advi Devalpalli,16.6631,79.5139,India,IN,IND,Andhra Pradesh,,10088,1356052912
Erutukada,Erutukada,8.2658,77.1358,India,IN,IND,Tamil Nādu,,10087,1356205266
Hardās Bigha,Hardas Bigha,25.4994,85.3551,India,IN,IND,Bihār,,10086,1356661144
Karapa,Karapa,16.9,82.1667,India,IN,IND,Andhra Pradesh,,10086,1356018044
Padugaipattu,Padugaipattu,8.3642,77.9815,India,IN,IND,Tamil Nādu,,10084,1356226693
Thikriwāla,Thikriwala,30.4328,75.5261,India,IN,IND,Punjab,,10080,1356154407
Mālīnagar,Malinagar,25.9967,85.6863,India,IN,IND,Bihār,,10075,1356508577
Ghatāwān,Ghatawan,25.0968,83.7266,India,IN,IND,Bihār,,10072,1356933658
Khaira,Khaira,24.8727,86.2089,India,IN,IND,Bihār,,10071,1356889521
Mesrā,Mesra,23.4339,85.4152,India,IN,IND,Jhārkhand,,10068,1356177670
Kasba,Kasba,25.5856,88.1122,India,IN,IND,Bihār,,10067,1356834956
Bāgalūr,Bagalur,12.8333,77.8667,India,IN,IND,Tamil Nādu,,10066,1356736700
Dudhpura,Dudhpura,25.7964,86.1189,India,IN,IND,Bihār,,10059,1356099112
Shāhpur Undi,Shahpur Undi,25.637,85.6013,India,IN,IND,Bihār,,10059,1356737209
Bāra Khurd,Bara Khurd,25.2599,85.4325,India,IN,IND,Bihār,,10059,1356160442
Chandralapādu,Chandralapadu,16.715,80.2089,India,IN,IND,Andhra Pradesh,,10059,1356193821
Mocharim,Mocharim,24.6794,84.9905,India,IN,IND,Bihār,,10059,1356221817
Rupāna,Rupana,30.407,74.5276,India,IN,IND,Punjab,,10058,1356046572
Dhāmua,Dhamua,22.2875,88.3962,India,IN,IND,West Bengal,,10055,1356600666
Dalāwarpur,Dalawarpur,26.3466,84.9581,India,IN,IND,Bihār,,10054,1356235750
Rangasamudram,Rangasamudram,14.9852,78.9765,India,IN,IND,Andhra Pradesh,,10049,1356170541
Petmanhalli,Petmanhalli,17.7688,77.5056,India,IN,IND,Andhra Pradesh,,10043,1356047444
Taiyūr,Taiyur,12.7833,80.1833,India,IN,IND,Tamil Nādu,,10043,1356294017
Gauli Palāsiya,Gauli Palasiya,22.5323,75.7275,India,IN,IND,Madhya Pradesh,,10043,1356362157
Tinkoni,Tinkoni,26.8613,84.9647,India,IN,IND,Bihār,,10042,1356754289
Lepākshi,Lepakshi,13.81,77.6,India,IN,IND,Andhra Pradesh,,10042,1356664957
Nallikodūr,Nallikodur,17.5811,79.75,India,IN,IND,Andhra Pradesh,,10037,1356010568
Vembaditālam,Vembaditalam,11.567,78.0112,India,IN,IND,Tamil Nādu,,10034,1356228839
Mahārājapuram,Maharajapuram,9.6588,77.6631,India,IN,IND,Tamil Nādu,,10033,1356218426
Baldeogarh,Baldeogarh,24.7562,79.0672,India,IN,IND,Madhya Pradesh,,10033,1356979188
Suthālia,Suthalia,23.9955,77.1395,India,IN,IND,Madhya Pradesh,,10032,1356681390
Puduparambubhāgam,Puduparambubhagam,9.6,76.74,India,IN,IND,Kerala,,10032,1356161495
Sirugamani,Sirugamani,10.8975,78.5142,India,IN,IND,Tamil Nādu,,10031,1356225001
Hājīpur,Hajipur,25.2657,87.5019,India,IN,IND,Jhārkhand,,10030,1356428946
Ganapavaram,Ganapavaram,16.4314,80.0515,India,IN,IND,Andhra Pradesh,,10029,1356636651
Bela,Bela,24.9689,84.974,India,IN,IND,Bihār,,10028,1356422249
Munagapāka,Munagapaka,17.6333,83,India,IN,IND,Andhra Pradesh,,10028,1356402432
Pānrepatti,Panrepatti,25.5537,83.9775,India,IN,IND,Bihār,,10026,1356617256
Lālmunia Munhāra,Lalmunia Munhara,26.5741,86.4012,India,IN,IND,Bihār,,10026,1356083821
Kīl Perambalūr,Kil Perambalur,11.36,79.098,India,IN,IND,Tamil Nādu,,10024,1356214881
Belpāra,Belpara,20.5889,82.9729,India,IN,IND,Odisha,,10016,1356356860
Dhangaraha,Dhangaraha,26.0204,84.7023,India,IN,IND,Bihār,,10014,1356219560
Pakka Kalān,Pakka Kalan,30.0323,74.8555,India,IN,IND,Punjab,,10013,1356256322
Sīlamalai,Silamalai,9.9621,77.3371,India,IN,IND,Tamil Nādu,,10013,1356251387
Dagiāpāra,Dagiapara,26.4568,91.8294,India,IN,IND,,,10010,1356701950
Tiri,Tiri,25.8871,86.6757,India,IN,IND,Bihār,,10002,1356927315
Amwa Majhār,Amwa Majhar,26.7362,84.5818,India,IN,IND,Bihār,,10002,1356091183
Kolagallu,Kolagallu,15.15,76.92,India,IN,IND,Karnātaka,,10001,1356599563
Waghāi,Waghai,20.7667,73.4833,India,IN,IND,Gujarāt,,10000,1356076874
Ghargaon,Ghargaon,18.616,74.698,India,IN,IND,Mahārāshtra,,10000,1356180366
Deh,Deh,27.3,73.9,India,IN,IND,Rājasthān,,10000,1356665709
Medarametla,Medarametla,15.7167,80.0167,India,IN,IND,Andhra Pradesh,,10000,1356009044
Lakshmipuro,Lakshmipuro,10.0774,77.5198,India,IN,IND,Andhra Pradesh,,10000,1356102024
Palānswa,Palanswa,23.4667,70.9333,India,IN,IND,Gujarāt,,10000,1356592773
Hanzviur,Hanzviur,34.141,74.5829,India,IN,IND,Jammu and Kashmīr,,10000,1356165074
Amsin,Amsin,26.5733,82.4357,India,IN,IND,Uttar Pradesh,,10000,1356565392
Muttalakanpatti,Muttalakanpatti,10.8652,78.6492,India,IN,IND,Tamil Nādu,,10000,1356229071
Karumūlaikkal,Karumulaikkal,9.3167,76.8,India,IN,IND,Kerala,,10000,1356161275
Dhalai,Dhalai,24.5958,92.8466,India,IN,IND,Assam,,10000,1356006451
Venkatāpuram,Venkatapuram,18.7652,78.3933,India,IN,IND,Andhra Pradesh,,10000,1356574151
Budwan,Budwan,25.7775,81.1681,India,IN,IND,Uttar Pradesh,,10000,1356055396
Khānpur,Khanpur,25.341,83.074,India,IN,IND,Uttar Pradesh,,10000,1356143460
Chhimluang,Chhimluang,24.5157,92.8222,India,IN,IND,Mizoram,,10000,1356148925
Siddarāmpuram,Siddarampuram,15.53,76.636,India,IN,IND,Karnātaka,,10000,1356124653
Reha Mota,Reha Mota,23.1887,69.9034,India,IN,IND,Gujarāt,,10000,1356788337
Paravākkottai,Paravakkottai,10.6005,79.4313,India,IN,IND,Tamil Nādu,,10000,1356252333
Chhatarpur,Chhatarpur,28.4565,77.0032,India,IN,IND,Delhi,,10000,1356151658
Thariāl,Tharial,32.3547,75.6067,India,IN,IND,Punjab,,10000,1356011859
Dewal Thal,Dewal Thal,29.7,80.2167,India,IN,IND,Uttarākhand,,10000,1356345679
Lakshmīpuram,Lakshmipuram,10.0777,77.5212,India,IN,IND,Tamil Nādu,,10000,1356228747
Fatehgarh,Fatehgarh,20.3,85.33,India,IN,IND,Odisha,,10000,1356401014
Isnapuram,Isnapuram,17.5443,78.3486,India,IN,IND,Andhra Pradesh,,10000,1356470546
Mevāni,Mevani,11.5,77.5333,India,IN,IND,Tamil Nādu,,10000,1356158938
Kerwāda,Kerwada,21.9,72.85,India,IN,IND,Gujarāt,,10000,1356177547
Ulipuram,Ulipuram,11.4667,78.4667,India,IN,IND,Tamil Nādu,,10000,1356257972
Dijmur,Dijmur,27.6761,94.8108,India,IN,IND,Assam,,10000,1356490792
Kochhor,Kochhor,27.6268,75.1376,India,IN,IND,Rājasthān,,10000,1356546964
Betnoti,Betnoti,21.7355,86.8499,India,IN,IND,Odisha,,10000,1356376845
Bālāgām,Balagam,21.3694,70.0981,India,IN,IND,Gujarāt,,10000,1356790443
Mangalam,Mangalam,11.9256,78.8872,India,IN,IND,Tamil Nādu,,10000,1356388563
Rāmamangalam,Ramamangalam,9.9333,76.5,India,IN,IND,Kerala,,9999,1356235062
Bishunpur,Bishunpur,25.8029,85.9886,India,IN,IND,Bihār,,9999,1356015457
Bomareddipalli,Bomareddipalli,18.7044,79.1568,India,IN,IND,Andhra Pradesh,,9998,1356564798
Rakhwāri,Rakhwari,26.3603,86.2882,India,IN,IND,Bihār,,9996,1356451936
Vilpatti,Vilpatti,10.2672,77.5014,India,IN,IND,Tamil Nādu,,9994,1356206036
Erraballa,Erraballa,14.3971,78.1744,India,IN,IND,Andhra Pradesh,,9993,1356007553
Pāikpāra,Paikpara,24.3149,87.8503,India,IN,IND,West Bengal,,9993,1356378672
Fatehābād,Fatehabad,31.3811,75.0996,India,IN,IND,Punjab,,9992,1356555001
Yādwād,Yadwad,16.24,75.18,India,IN,IND,Karnātaka,,9991,1356708135
Ketugrām,Ketugram,23.7017,88.0439,India,IN,IND,West Bengal,,9990,1356142528
Rangamāti,Rangamati,26.8076,89.4572,India,IN,IND,West Bengal,,9987,1356348693
Fateha,Fateha,25.6073,85.8669,India,IN,IND,Bihār,,9985,1356664955
Kengarai,Kengarai,11.4144,76.9277,India,IN,IND,Tamil Nādu,,9985,1356649330
Pullambādi,Pullambadi,10.9667,78.9167,India,IN,IND,Tamil Nādu,,9985,1356106831
Chada,Chada,17.4992,79.0756,India,IN,IND,Andhra Pradesh,,9984,1356051593
Dilra,Dilra,29.043,78.75,India,IN,IND,Uttar Pradesh,,9984,1356273624
Inungūr,Inungur,10.8507,78.4889,India,IN,IND,Tamil Nādu,,9983,1356226645
Simri,Simri,26.3825,86.1705,India,IN,IND,Bihār,,9983,1356089842
Gūlyam,Gulyam,15.3598,77.067,India,IN,IND,Andhra Pradesh,,9981,1356714085
Hosur,Hosur,15.8201,74.9301,India,IN,IND,Karnātaka,,9981,1356802606
Itikalapalle,Itikalapalle,14.6013,77.6582,India,IN,IND,Andhra Pradesh,,9980,1356091263
Paināl,Painal,25.59,84.9304,India,IN,IND,Bihār,,9979,1356753434
Madhuban,Madhuban,25.8948,87.1093,India,IN,IND,Bihār,,9979,1356178356
Kanyāna,Kanyana,12.9,75.03,India,IN,IND,Karnātaka,,9976,1356183073
Tansandra,Tansandra,13.0554,77.6342,India,IN,IND,Karnātaka,,9975,1356605610
Bhawānīpur,Bhawanipur,26.2385,86.0995,India,IN,IND,Bihār,,9971,1356953689
Dumri,Dumri,25.475,85.0913,India,IN,IND,Bihār,,9969,1356005039
Māmobihāt,Mamobihat,26.1466,86.1747,India,IN,IND,Bihār,,9969,1356743964
Kottaipatti,Kottaipatti,10.1533,77.7315,India,IN,IND,Tamil Nādu,,9968,1356227800
Erraguntlakota,Erraguntlakota,13.9622,79.2768,India,IN,IND,Andhra Pradesh,,9966,1356051675
Tokkavādi,Tokkavadi,11.3702,77.8412,India,IN,IND,Tamil Nādu,,9964,1356166662
Kishunpur,Kishunpur,25.7947,86.8237,India,IN,IND,Bihār,,9963,1356145353
Kambaliyampatti,Kambaliyampatti,10.3671,78.1233,India,IN,IND,Tamil Nādu,,9963,1356216667
Chākicherla,Chakicherla,15.1127,80.0366,India,IN,IND,Andhra Pradesh,,9962,1356549672
Sūndekuppam,Sundekuppam,12.4567,78.2125,India,IN,IND,Tamil Nādu,,9960,1356245943
Kapasiāwān,Kapasiawan,25.2783,85.2869,India,IN,IND,Bihār,,9960,1356794248
Padinjārebāgam,Padinjarebagam,10.3222,76.1792,India,IN,IND,Kerala,,9959,1356145187
Khāndsa,Khandsa,28.422,76.99,India,IN,IND,Haryāna,,9959,1356116323
Mahem,Mahem,15.5796,73.926,India,IN,IND,Goa,,9958,1356236614
Ettimadai,Ettimadai,10.8911,76.9087,India,IN,IND,Tamil Nādu,,9956,1356159411
Khurān Milik,Khuran Milik,25.6,86.8679,India,IN,IND,Bihār,,9956,1356693412
Saharbani,Saharbani,25.7201,86.41,India,IN,IND,Bihār,,9954,1356460046
Puttige,Puttige,13.0751,74.9597,India,IN,IND,Karnātaka,,9946,1356940923
Ennamangalam,Ennamangalam,11.6449,77.593,India,IN,IND,Tamil Nādu,,9946,1356163377
Bhado Khara,Bhado Khara,24.9567,85.513,India,IN,IND,Bihār,,9944,1356013403
Nariār,Nariar,25.8875,86.5632,India,IN,IND,Bihār,,9940,1356524403
Pachchāmpālaiyam,Pachchampalaiyam,11.5723,77.6096,India,IN,IND,Tamil Nādu,,9939,1356163575
